"","x"
"1047","AT2G15390"
"1048","AT5G66640"
"1049","AT4G30230"
"1050","AT4G26200"
"1051","AT1G08630"
"1052","AT4G13820"
"1053","AT3G11480"
"1054","AT4G03060"
"1055","AT1G13550"
"1056","AT2G24195"
"1057","AT4G29610"
"1058","AT5G14200"
"1059","AT1G62760"
"1060","AT1G78440"
"1061","AT3G43250"
"1062","AT1G68390"
"1063","AT2G45470"
"1064","AT4G25490"
"1065","AT5G17460"
"1066","AT3G01513"
"1067","AT3G08590"
"1068","AT4G14040"
"1069","AT5G01380"
"1070","AT4G08850"
"1071","AT5G43910"
"1072","AT5G05600"
"1073","AT4G14640"
"1074","AT1G57640"
"1075","AT5G27290"
"1076","AT5G45830"
"1077","AT5G28646"
"1078","AT1G08380"
"1079","AT4G31970"
"1080","AT2G04430"
"1081","AT4G35630"
"1082","AT1G26945"
"1083","AT5G52970"
"1084","AT4G27440"
"1085","AT4G32870"
"1086","AT1G77380"
"1087","AT1G08940"
"1088","AT5G52730"
"1089","AT3G47090"
"1090","AT2G39900"
"1091","AT2G16367"
"1092","AT3G47420"
"1093","AT1G22590"
"1094","AT5G59130"
"1095","AT1G03660"
"1096","AT1G72540"
"1097","AT5G18060"
"1098","AT4G05180"
"1099","AT5G66580"
"1100","AT2G40113"
"1101","AT1G29450"
"1102","AT5G65090"
"1103","AT2G27385"
"1104","AT2G34580"
"1105","AT1G53830"
"1106","AT5G66630"
"1107","AT3G62930"
"1108","AT2G22122"
"1109","AT5G39050"
"1110","AT2G36020"
"1111","AT3G48360"
"1112","AT3G26170"
"1113","AT4G01750"
"1114","AT5G58260"
"1115","AT1G32470"
"1116","AT2G27080"
"1117","AT4G21680"
"1118","AT3G51430"
"1119","AT5G18780"
"1120","AT3G62260"
"1121","AT5G12930"
"1122","AT1G58190"
"1123","AT3G48420"
"1124","AT1G65484"
"1125","AT2G37710"
"1126","AT4G37240"
"1127","AT1G02230"
"1128","AT1G29510"
"1129","AT4G18870"
"1130","AT1G17380"
"1131","AT5G46080"
"1132","AT5G17300"
"1133","AT5G63810"
"1134","AT4G15660"
"1135","AT1G15010"
"1136","AT4G13340"
"1137","AT2G37760"
"1138","AT3G10930"
"1139","AT5G16030"
"1140","AT5G09440"
"1141","AT1G52900"
"1142","AT1G09480"
"1143","AT4G12830"
"1144","AT4G08040"
"1145","AT1G50732"
"1146","AT5G15970"
"1147","AT4G16000"
"1148","AT5G25820"
"1149","AT3G57950"
"1150","AT5G09930"
"1151","AT1G21520"
"1152","AT3G02380"
"1153","AT4G01700"
"1154","AT1G76640"
"1155","AT5G24420"
"1156","AT2G17230"
"1157","AT4G30280"
"1158","AT3G55890"
"1159","AT2G35930"
"1160","AT2G47950"
"1161","AT2G21650"
"1162","AT4G35320"
"1163","AT5G37540"
"1164","AT3G53900"
"1165","AT5G55420"
"1166","AT1G53035"
"1167","AT3G21055"
"1168","AT1G31885"
"1169","AT1G47400"
"1170","AT1G75750"
"1171","AT2G32100"
"1172","AT2G41905"
"1173","AT1G21390"
"1174","AT5G26340"
"1175","AT5G64890"
"1176","AT4G14020"
"1177","AT1G67360"
"1178","AT1G13930"
"1179","AT3G61198"
"1180","AT5G43750"
"1181","AT5G50800"
"1182","AT4G25110"
"1183","AT5G08150"
"1184","AT3G61190"
"1185","AT1G01620"
"1186","AT1G02640"
"1187","AT1G14150"
"1188","AT1G15980"
"1189","AT3G53460"
"1190","AT1G48510"
"1191","AT4G37925"
"1192","AT4G04630"
"1193","AT5G55620"
"1194","AT1G43160"
"1195","AT5G23360"
"1196","AT5G22860"
"1197","AT4G21280"
"1198","AT5G23950"
"1199","AT3G04550"
"1200","AT5G07700"
"1201","AT2G02340"
"1202","AT4G30450"
"1203","AT5G17760"
"1204","AT5G16230"
"1205","AT1G16850"
"1206","AT5G59680"
"1207","AT2G15780"
"1208","AT1G09560"
"1209","AT4G15236"
"1210","AT2G29310"
"1211","AT3G54600"
"1212","AT1G77885"
"1213","AT5G45630"
"1214","AT4G10720"
"1215","AT1G11740"
"1216","AT1G02400"
"1217","AT5G52310"
"1218","AT4G28720"
"1219","AT5G24780"
"1220","AT5G47190"
"1221","AT1G20030"
"1222","AT4G03125"
"1223","AT2G02390"
"1224","AT3G09450"
"1225","AT2G10940"
"1226","AT1G15260"
"1227","AT4G13770"
"1228","AT1G14250"
"1229","AT5G60800"
"1230","AT3G52748"
"1231","AT3G23450"
"1232","AT3G22160"
"1233","AT3G11930"
"1234","AT2G02990"
"1235","AT3G49620"
"1236","AT2G37440"
"1237","AT4G00955"
"1238","AT3G25780"
"1239","AT3G22060"
"1240","AT2G36580"
"1241","AT4G12290"
"1242","AT1G61610"
"1243","AT5G13930"
"1244","AT2G17300"
"1245","AT5G55560"
"1246","AT3G48840"
"1247","AT3G28310"
"1248","AT1G08173"
"1249","AT1G08860"
"1250","AT2G39920"
"1251","AT2G36090"
"1252","AT1G72680"
"1253","AT5G25610"
"1254","AT4G18540"
"1255","AT5G36910"
"1256","AT2G04050"
"1257","AT3G51400"
"1258","AT5G20830"
"1259","AT2G45510"
"1260","AT1G34420"
"1261","AT5G18470"
"1262","AT4G12980"
"1263","AT1G30850"
"1264","AT5G01490"
"1265","AT2G05070"
"1266","AT1G23130"
"1267","AT2G38870"
"1268","AT3G50970"
"1269","AT1G48600"
"1270","AT3G56240"
"1271","AT5G02890"
"1272","AT3G25717"
"1273","AT4G15690"
"1274","AT4G26050"
"1275","AT3G03670"
"1276","AT4G12120"
"1277","AT1G16130"
"1278","AT3G46930"
"1279","AT2G05940"
"1280","AT4G08555"
"1281","AT1G26400"
"1282","AT4G15990"
"1283","AT1G10682"
"1284","AT1G29460"
"1285","AT5G49360"
"1286","AT2G44480"
"1287","AT3G16670"
"1288","AT3G21710"
"1289","AT5G12880"
"1290","AT2G15220"
"1291","AT5G52750"
"1292","AT3G50685"
"1293","AT5G13220"
"1294","AT2G27402"
"1295","AT5G64620"
"1296","AT3G12320"
"1297","AT2G03505"
"1298","AT5G04860"
"1299","AT1G15820"
"1300","AT3G24503"
"1301","AT5G08030"
"1302","AT1G16510"
"1303","AT5G03210"
"1304","AT2G21020"
"1305","AT4G09215"
"1306","AT5G45680"
"1307","AT4G23260"
"1308","AT1G02440"
"1309","AT5G43420"
"1310","AT3G19930"
"1311","AT5G27765"
"1312","AT2G27420"
"1313","AT4G11350"
"1314","AT1G22990"
"1315","AT1G05675"
"1316","AT1G13990"
"1317","AT1G70820"
"1318","AT5G25240"
"1319","AT2G16720"
"1320","AT2G24090"
"1321","AT1G11210"
"1322","AT1G77490"
"1323","AT1G54100"
"1324","AT2G19450"
"1325","AT5G24770"
"1326","AT4G17470"
"1327","AT1G09950"
"1328","AT3G09010"
"1329","AT1G51080"
"1330","AT3G15534"
"1331","AT2G45130"
"1332","AT4G22880"
"1333","AT2G45560"
"1334","AT5G06320"
"1335","AT2G36050"
"1336","AT3G26840"
"1337","AT1G31290"
"1338","AT5G45930"
"1339","AT3G52450"
"1340","AT2G42060"
"1341","AT3G25180"
"1342","AT5G52020"
"1343","AT3G27250"
"1344","AT1G30135"
"1345","AT2G17040"
"1346","AT5G58770"
"1347","AT2G24180"
"1348","AT5G07100"
"1349","AT4G09010"
"1350","AT1G20010"
"1351","AT1G20190"
"1352","AT5G24120"
"1353","AT5G37260"
"1354","AT1G12290"
"1355","AT2G36220"
"1356","AT3G23010"
"1357","AT3G29810"
"1358","AT2G35000"
"1359","AT1G18200"
"1360","AT3G60540"
"1361","AT5G01790"
"1362","AT2G20463"
"1363","AT1G78290"
"1364","AT4G05540"
"1365","AT4G20830"
"1366","AT1G29430"
"1367","AT2G20835"
"1368","AT2G27310"
"1369","AT5G59320"
"1370","AT2G33130"
"1371","AT3G45290"
"1372","AT3G19350"
"1373","AT3G02800"
"1374","AT3G17640"
"1375","AT1G67860"
"1376","AT4G01310"
"1377","AT5G35735"
"1378","AT3G10940"
"1379","AT4G26060"
"1380","AT2G25510"
"1381","AT4G01010"
"1382","AT3G03480"
"1383","AT2G26695"
"1384","AT2G24285"
"1385","AT5G51160"
"1386","AT1G18300"
"1387","AT2G31880"
"1388","AT4G28750"
"1389","AT5G41050"
"1390","AT1G07440"
"1391","AT5G60950"
"1392","AT4G00950"
"1393","AT1G29860"
"1394","AT4G28085"
"1395","AT3G06145"
"1396","AT1G04250"
"1397","AT1G78170"
"1398","AT5G46871"
"1399","AT1G20340"
"1400","AT3G11402"
"1401","AT1G69730"
"1402","AT4G08685"
"1403","AT5G05270"
"1404","AT3G48630"
"1405","AT1G32990"
"1406","AT2G41100"
"1407","AT3G02040"
"1408","AT5G40730"
"1409","AT2G23130"
"1410","AT1G74070"
"1411","AT4G09750"
"1412","AT4G35170"
"1413","AT5G06740"
"1414","AT4G34180"
"1415","AT2G02310"
"1416","AT5G04150"
"1417","AT5G02020"
"1418","AT3G53600"
"1419","AT5G60280"
"1420","AT4G37900"
"1421","AT5G52570"
"1422","AT3G44890"
"1423","AT3G09490"
"1424","AT5G07690"
"1425","AT4G36670"
"1426","AT4G33930"
"1427","AT3G15450"
"1428","AT4G37220"
"1429","AT2G15040"
"1430","AT4G01390"
"1431","AT4G34150"
"1432","AT1G23080"
"1433","AT4G12800"
"1434","AT5G23660"
"1435","AT2G44890"
"1436","AT5G03350"
"1437","AT3G09540"
"1438","AT1G07373"
"1439","AT1G02820"
"1440","AT5G61350"
"1441","AT1G04490"
"1442","AT4G10150"
"1443","AT3G43720"
"1444","AT4G28350"
"1445","AT5G24570"
"1446","AT3G08720"
"1447","AT3G30120"
"1448","AT1G55020"
"1449","AT3G29320"
"1450","AT1G76800"
"1451","AT5G42070"
"1452","AT1G65490"
"1453","AT5G36120"
"1454","AT4G26270"
"1455","AT4G38770"
"1456","AT3G21330"
"1457","AT5G61010"
"1458","AT5G03610"
"1459","AT5G58120"
"1460","AT2G26150"
"1461","AT1G15625"
"1462","AT1G30755"
"1463","AT1G80840"
"1464","AT5G40240"
"1465","AT1G12900"
"1466","AT2G34000"
"1467","AT5G58310"
"1468","AT2G15042"
"1469","AT3G11840"
"1470","AT3G22231"
"1471","AT2G44400"
"1472","AT2G22810"
"1473","AT5G41550"
"1474","AT5G24910"
"1475","AT5G62520"
"1476","AT2G41410"
"1477","AT5G36220"
"1478","AT4G14450"
"1479","AT5G42200"
"1480","AT3G03780"
"1481","AT5G55410"
"1482","AT3G12830"
"1483","AT1G54890"
"1484","AT5G17870"
"1485","AT5G38910"
"1486","AT3G55470"
"1487","AT4G21390"
"1488","AT5G19240"
"1489","AT2G34620"
"1490","AT3G03820"
"1491","AT1G03600"
"1492","AT1G61260"
"1493","AT1G09090"
"1494","AT5G35490"
"1495","AT5G44568"
"1496","AT5G13190"
"1497","AT5G06330"
"1498","AT1G22740"
"1499","AT1G49380"
"1500","AT2G15880"
"1501","AT5G46730"
"1502","AT4G19230"
"1503","AT4G14400"
"1504","AT1G29670"
"1505","AT3G60961"
"1506","AT1G71520"
"1507","AT3G13750"
"1508","AT3G07520"
"1509","AT4G16740"
"1510","AT4G34290"
"1511","AT1G03090"
"1512","AT5G66170"
"1513","AT2G46790"
"1514","AT4G19700"
"1515","AT4G09420"
"1516","AT5G42050"
"1517","AT1G68600"
"1518","AT4G18010"
"1519","AT5G50360"
"1520","AT5G65380"
"1521","AT1G69523"
"1522","AT4G17560"
"1523","AT3G16140"
"1524","AT1G73630"
"1525","AT5G53120"
"1526","AT1G27030"
"1527","AT1G01720"
"1528","AT1G18390"
"1529","AT4G01250"
"1530","AT3G01080"
"1531","AT1G22690"
"1532","AT3G12580"
"1533","AT1G14700"
"1534","AT3G29370"
"1535","AT4G34900"
"1536","AT1G68765"
"1537","AT1G65310"
"1538","AT5G57170"
"1539","AT1G09540"
"1540","AT1G23550"
"1541","AT3G13080"
"1542","AT2G38140"
"1543","AT3G14280"
"1544","AT5G63680"
"1545","AT2G40750"
"1546","AT5G59000"
"1547","AT1G11190"
"1548","AT4G02530"
"1549","AT1G64510"
"1550","AT2G35070"
"1551","AT1G67750"
"1552","AT5G23980"
"1553","AT4G15700"
"1554","AT1G18265"
"1555","AT3G50560"
"1556","AT5G01250"
"1557","AT3G63010"
"1558","AT1G18890"
"1559","AT1G19200"
"1560","AT1G61360"
"1561","AT4G30640"
"1562","AT3G14210"
"1563","AT4G12690"
"1564","AT1G03020"
"1565","AT1G78820"
"1566","AT3G02020"
"1567","AT1G04240"
"1568","AT2G23910"
"1569","AT5G10170"
"1570","AT5G26570"
"1571","AT3G54950"
"1572","AT4G03480"
"1573","AT5G25460"
"1574","AT5G65730"
"1575","AT1G70810"
"1576","AT1G72120"
"1577","AT1G17650"
"1578","AT4G04960"
"1579","AT2G09960"
"1580","AT1G78830"
"1581","AT5G04230"
"1582","AT1G69750"
"1583","AT1G64500"
"1584","AT2G42560"
"1585","AT3G09405"
"1586","AT1G68238"
"1587","AT2G29720"
"1588","AT4G13500"
"1589","AT1G23205"
"1590","AT2G30570"
"1591","AT3G01960"
"1592","AT3G63140"
"1593","AT3G08870"
"1594","AT1G32270"
"1595","AT4G39770"
"1596","AT2G43030"
"1597","AT3G25920"
"1598","AT5G59670"
"1599","AT4G06746"
"1600","AT5G53970"
"1601","AT1G69610"
"1602","AT4G01430"
"1603","AT3G13910"
"1604","AT1G67870"
"1605","AT4G34760"
"1606","AT5G07760"
"1607","AT5G04190"
"1608","AT5G27600"
"1609","AT3G50470"
"1610","AT1G51420"
"1611","AT5G25110"
"1612","AT1G09240"
"1613","AT4G38830"
"1614","AT1G30420"
"1615","AT4G01910"
"1616","AT5G21920"
"1617","AT1G13880"
"1618","AT3G46780"
"1619","AT1G52510"
"1620","AT1G72240"
"1621","AT5G63310"
"1622","AT5G54585"
"1623","AT1G24575"
"1624","AT5G45340"
"1625","AT5G20935"
"1626","AT1G27950"
"1627","AT3G49260"
"1628","AT1G54040"
"1629","AT1G20310"
"1630","AT5G59570"
"1631","AT5G24240"
"1632","AT4G12880"
"1633","AT1G65390"
"1634","AT1G68450"
"1635","AT1G69200"
"1636","AT3G03630"
"1637","AT4G27450"
"1638","AT1G27980"
"1639","AT5G24314"
"1640","AT4G02330"
"1641","AT3G52430"
"1642","AT2G29170"
"1643","AT5G61250"
"1644","AT5G46690"
"1645","AT5G16170"
"1646","AT5G47610"
"1647","AT5G54840"
"1648","AT5G67390"
"1649","AT1G67265"
"1650","AT4G21760"
"1651","AT5G44020"
"1652","AT1G49210"
"1653","AT3G48520"
"1654","AT1G52800"
"1655","AT3G11630"
"1656","AT2G47770"
"1657","AT5G13490"
"1658","AT2G28210"
"1659","AT4G26990"
"1660","AT5G61210"
"1661","AT1G60130"
"1662","AT3G47650"
"1663","AT5G59310"
"1664","AT5G05460"
"1665","AT5G25840"
"1666","AT3G13120"
"1667","AT2G20880"
"1668","AT1G25460"
"1669","AT1G64170"
"1670","AT2G30250"
"1671","AT3G22235"
"1672","AT5G41740"
"1673","AT1G20020"
"1674","AT5G65390"
"1675","AT1G11100"
"1676","AT4G23170"
"1677","AT4G37770"
"1678","AT1G60950"
"1679","AT1G10585"
"1680","AT1G64610"
"1681","AT5G48900"
"1682","AT3G58120"
"1683","AT4G13280"
"1684","AT5G38310"
"1685","AT5G35480"
"1686","AT1G71695"
"1687","AT4G37030"
"1688","AT1G21670"
"1689","AT4G23400"
"1690","AT1G53520"
"1691","AT1G24147"
"1692","AT4G33490"
"1693","AT4G16146"
"1694","AT1G30370"
"1695","AT2G26390"
"1696","AT1G25422"
"1697","AT1G52220"
"1698","AT1G11260"
"1699","AT1G68590"
"1700","AT4G25640"
"1701","AT5G41280"
"1702","AT4G28790"
"1703","AT4G08300"
"1704","AT3G11640"
"1705","AT2G23000"
"1706","AT2G30766"
"1707","AT3G06750"
"1708","AT5G24870"
"1709","AT5G28080"
"1710","AT3G54500"
"1711","AT2G35910"
"1712","AT2G25625"
"1713","AT5G55220"
"1714","AT2G15090"
"1715","AT5G13170"
"1716","AT2G33110"
"1717","AT2G39470"
"1718","AT2G20260"
"1719","AT5G11070"
"1720","AT2G01530"
"1721","AT2G20750"
"1722","AT1G78450"
"1723","AT1G18970"
"1724","AT4G18360"
"1725","AT1G11860"
"1726","AT3G19680"
"1727","AT1G15385"
"1728","AT1G25400"
"1729","AT2G34430"
"1730","AT5G08760"
"1731","AT3G51890"
"1732","AT1G19960"
"1733","AT5G11590"
"1734","AT2G24762"
"1735","AT4G16600"
"1736","AT5G05190"
"1737","AT2G46820"
"1738","AT2G35370"
"1739","AT4G30910"
"1740","AT1G36620"
"1741","AT3G54960"
"1742","AT1G49975"
"1743","AT3G55330"
"1744","AT1G61550"
"1745","AT3G61185"
"1746","AT2G29940"
"1747","AT4G29230"
"1748","AT5G46600"
"1749","AT1G54780"
"1750","AT1G64390"
"1751","AT2G44040"
"1752","AT5G48290"
"1753","AT2G22170"
"1754","AT2G21188"
"1755","AT1G50180"
"1756","AT2G28755"
"1757","AT3G15570"
"1758","AT4G22920"
"1759","AT1G56600"
"1760","AT3G14060"
"1761","AT5G05145"
"1762","AT1G35680"
"1763","AT1G65240"
"1764","AT4G38850"
"1765","AT4G34390"
"1766","AT1G06680"
"1767","AT5G07770"
"1768","AT1G65230"
"1769","AT5G24655"
"1770","AT1G49900"
"1771","AT5G25810"
"1772","AT1G65860"
"1773","AT5G50950"
"1774","AT2G13790"
"1775","AT5G04930"
"1776","AT2G18050"
"1777","AT5G66740"
"1778","AT3G08920"
"1779","AT1G77510"
"1780","AT3G20820"
"1781","AT2G26310"
"1782","AT4G38540"
"1783","AT1G16400"
"1784","AT5G05410"
"1785","AT4G15233"
"1786","AT4G39955"
"1787","AT1G77500"
"1788","AT2G17710"
"1789","AT5G01600"
"1790","AT2G46620"
"1791","AT1G09970"
"1792","AT2G36780"
"1793","AT1G21440"
"1794","AT1G14280"
"1795","AT5G02540"
"1796","AT1G09740"
"1797","AT1G22930"
"1798","AT1G22470"
"1799","AT5G48780"
"1800","AT2G38470"
"1801","AT2G17630"
"1802","AT1G77960"
"1803","AT1G24150"
"1804","AT5G12250"
"1805","AT2G29300"
"1806","AT1G32860"
"1807","AT3G11150"
"1808","AT1G62480"
"1809","AT3G15190"
"1810","AT5G22920"
"1811","AT2G26580"
"1812","AT5G42530"
"1813","AT4G39580"
"1814","AT4G17600"
"1815","AT2G44500"
"1816","AT3G26290"
"1817","AT3G10500"
"1818","AT2G06520"
"1819","AT1G02390"
"1820","AT1G69160"
"1821","AT3G55800"
"1822","AT4G09040"
"1823","AT1G28050"
"1824","AT1G59840"
"1825","AT4G12730"
"1826","AT3G61450"
"1827","AT5G14740"
"1828","AT2G40530"
"1829","AT5G59350"
"1830","AT1G69900"
"1831","AT1G11925"
"1832","AT4G26370"
"1833","AT2G32200"
"1834","AT3G48720"
"1835","AT2G04135"
"1836","AT5G14910"
"1837","AT1G69520"
"1838","AT1G74890"
"1839","AT2G32130"
"1840","AT3G22740"
"1841","AT1G26230"
"1842","AT3G21700"
"1843","AT2G16660"
"1844","AT4G21380"
"1845","AT2G33450"
"1846","AT5G23350"
"1847","AT5G47120"
"1848","AT1G50750"
"1849","AT5G05580"
"1850","AT4G18570"
"1851","AT1G10370"
"1852","AT3G56290"
"1853","AT2G33330"
"1854","AT2G15480"
"1855","AT1G12160"
"1856","AT1G64355"
"1857","AT5G54300"
"1858","AT5G61260"
"1859","AT3G52180"
"1860","AT4G25260"
"1861","AT1G47880"
"1862","AT4G37310"
"1863","AT4G23885"
"1864","AT3G03150"
"1865","AT1G61795"
"1866","AT3G21560"
"1867","AT2G36145"
"1868","AT5G09876"
"1869","AT4G31240"
"1870","AT5G66590"
"1871","AT5G16910"
"1872","AT5G48530"
"1873","AT4G18340"
"1874","AT1G56720"
"1875","AT5G18080"
"1876","AT3G12230"
"1877","AT1G65481"
"1878","AT4G14746"
"1879","AT3G60290"
"1880","AT5G65160"
"1881","AT1G48210"
"1882","AT1G72950"
"1883","AT5G61440"
"1884","AT4G39970"
"1885","AT1G25230"
"1886","AT5G25770"
"1887","AT2G02350"
"1888","AT1G04980"
"1889","AT3G11580"
"1890","AT5G41900"
"1891","AT1G65060"
"1892","AT2G25470"
"1893","AT3G56170"
"1894","AT4G27654"
"1895","AT2G46690"
"1896","AT2G23010"
"1897","AT2G23320"
"1898","AT1G50280"
"1899","AT1G52140"
"1900","AT2G03550"
"1901","AT4G01150"
"1902","AT3G15310"
"1903","AT4G11320"
"1904","AT4G00360"
"1905","AT5G62620"
"1906","AT4G34550"
"1907","AT3G14470"
"1908","AT1G68500"
"1909","AT1G79245"
"1910","AT2G44390"
"1911","AT4G38840"
"1912","AT5G52050"
"1913","AT5G51545"
"1914","AT1G55490"
"1915","AT5G16240"
"1916","AT1G69440"
"1917","AT3G16370"
"1918","AT2G02330"
"1919","AT1G32550"
"1920","AT1G69970"
"1921","AT1G61380"
"1922","AT2G24165"
"1923","AT2G43580"
"1924","AT4G01895"
"1925","AT4G35100"
"1926","AT4G32860"
"1927","AT3G11120"
"1928","AT5G20790"
"1929","AT2G18000"
"1930","AT1G76430"
"1931","AT1G77660"
"1932","AT3G08940"
"1933","AT1G07180"
"1934","AT3G13277"
"1935","AT1G07320"
"1936","AT2G28605"
"1937","AT4G30660"
"1938","AT3G49370"
"1939","AT3G28340"
"1940","AT3G22560"
"1941","AT2G21510"
"1942","AT2G39110"
"1943","AT3G50910"
"1944","AT3G53980"
"1945","AT3G51660"
"1946","AT2G44740"
"1947","AT5G22580"
"1948","AT5G51570"
"1949","AT3G18050"
"1950","AT1G31173"
"1951","AT1G52190"
"1952","AT1G06520"
"1953","AT3G27160"
"1954","AT4G36640"
"1955","AT4G17460"
"1956","AT1G49470"
"1957","AT1G01120"
"1958","AT5G03395"
"1959","AT1G70220"
"1960","AT4G06120"
"1961","AT1G29070"
"1962","AT5G41761"
"1963","AT1G75690"
"1964","AT5G06870"
"1965","AT1G72900"
"1966","AT5G65690"
"1967","AT3G19010"
"1968","AT5G35777"
"1969","AT3G42800"
"1970","AT1G33040"
"1971","AT5G55570"
"1972","AT1G55910"
"1973","AT1G08890"
"1974","AT4G23450"
"1975","AT2G05100"
"1976","AT2G24740"
"1977","AT1G29530"
"1978","AT4G15680"
"1979","AT5G23240"
"1980","AT1G62770"
"1981","AT2G20030"
"1982","AT2G22230"
"1983","AT3G21890"
"1984","AT4G31380"
"1985","AT2G28570"
"1986","AT2G04190"
"1987","AT1G05190"
"1988","AT1G44575"
"1989","AT4G23030"
"1990","AT2G14880"
"1991","AT4G38340"
"1992","AT3G29240"
"1993","AT5G05730"
"1994","AT1G14370"
"1995","AT4G37060"
"1996","AT4G13840"
"1997","AT5G09470"
"1998","AT1G18710"
"1999","AT1G51760"
"2000","AT3G03830"
"2001","AT3G49580"
"2002","AT3G55950"
"2003","AT2G33710"
"2004","AT1G44350"
"2005","AT1G03290"
"2006","AT2G04515"
"2007","AT4G16008"
"2008","AT5G49170"
"2009","AT2G22980"
"2010","AT1G76100"
"2011","AT3G02610"
"2012","AT1G49050"
"2013","AT3G52750"
"2014","AT1G60740"
"2015","AT3G61870"
"2016","AT2G15960"
"2017","AT1G07000"
"2018","AT5G12950"
"2019","AT1G60600"
"2020","AT1G63410"
"2021","AT3G14225"
"2022","AT1G55370"
"2023","AT3G11000"
"2024","AT1G35180"
"2025","AT1G64660"
"2026","AT5G54470"
"2027","AT5G14920"
"2028","AT4G09650"
"2029","AT1G56145"
"2030","AT3G28315"
"2031","AT3G56400"
"2032","AT4G39800"
"2033","AT5G54510"
"2034","AT3G11110"
