"","x"
"4012","AT1G67120"
"4013","AT2G36870"
"4014","AT4G16155"
"4015","AT3G17520"
"4016","AT1G05385"
"4017","AT4G00780"
"4018","AT2G15000"
"4019","AT1G15510"
"4020","AT2G29995"
"4021","AT2G37720"
"4022","AT3G28480"
"4023","AT2G18370"
"4024","AT4G24050"
"4025","AT4G23740"
"4026","AT1G50450"
"4027","AT5G60285"
"4028","AT3G02150"
"4029","AT2G21385"
"4030","AT2G27060"
"4031","AT1G26690"
"4032","AT1G53100"
"4033","AT5G17680"
"4034","AT1G66760"
"4035","AT1G52000"
"4036","AT2G31570"
"4037","AT1G34430"
"4038","AT2G18120"
"4039","AT5G39800"
"4040","AT3G59900"
"4041","AT2G42200"
"4042","AT5G62220"
"4043","AT2G34510"
"4044","AT3G63088"
"4045","AT2G42890"
"4046","AT1G02430"
"4047","AT2G42610"
"4048","AT2G00940"
"4049","AT5G28450"
"4050","AT5G61420"
"4051","AT1G51110"
"4052","AT3G52630"
"4053","AT5G24920"
"4054","AT2G26550"
"4055","AT1G80820"
"4056","AT2G37660"
"4057","AT1G13270"
"4058","AT2G21640"
"4059","AT3G48550"
"4060","AT4G23500"
"4061","AT4G09100"
"4062","AT4G36090"
"4063","AT4G18880"
"4064","AT2G31751"
"4065","AT4G25740"
"4066","AT3G00280"
"4067","AT5G59020"
"4068","AT5G44390"
"4069","AT4G29020"
"4070","AT1G15825"
"4071","AT1G71100"
"4072","AT4G00670"
"4073","AT4G24265"
"4074","AT3G04181"
"4075","AT1G69870"
"4076","AT2G40840"
"4077","AT1G77020"
"4078","AT4G01883"
"4079","AT2G33150"
"4080","AT3G03770"
"4081","AT2G34655"
"4082","AT3G43960"
"4083","AT1G24580"
"4084","AT1G56010"
"4085","AT1G74458"
"4086","AT3G14760"
"4087","AT4G23290"
"4088","AT1G77370"
"4089","AT5G09800"
"4090","AT5G08135"
"4091","AT5G42930"
"4092","AT5G65020"
"4093","AT1G29690"
"4094","AT2G39180"
"4095","AT2G15310"
"4096","AT4G31870"
"4097","AT1G75820"
"4098","AT2G27680"
"4099","AT1G53990"
"4100","AT2G46450"
"4101","AT5G60440"
"4102","AT1G21370"
"4103","AT5G54140"
"4104","AT4G27310"
"4105","AT5G23110"
"4106","AT4G17920"
"4107","AT1G13740"
"4108","AT2G38480"
"4109","AT2G46140"
"4110","AT5G13510"
"4111","AT3G48920"
"4112","AT2G18700"
"4113","AT4G14580"
"4114","AT2G17280"
"4115","AT4G20270"
"4116","AT5G47560"
"4117","AT3G16330"
"4118","AT1G13700"
"4119","AT2G35780"
"4120","AT3G29575"
"4121","AT5G14070"
"4122","AT2G26250"
"4123","AT2G47870"
"4124","AT1G49475"
"4125","AT1G74200"
"4126","AT1G59710"
"4127","AT5G18790"
"4128","AT4G38260"
"4129","AT3G43715"
"4130","AT2G19970"
"4131","AT5G42510"
"4132","AT1G58460"
"4133","AT1G32090"
"4134","AT4G25410"
"4135","AT5G16290"
"4136","AT5G58540"
"4137","AT5G17040"
"4138","AT4G31730"
"4139","AT1G41830"
"4140","AT1G69420"
"4141","AT1G22630"
"4142","AT3G51895"
"4143","AT4G27657"
"4144","AT2G23560"
"4145","AT3G61750"
"4146","AT1G09083"
"4147","AT1G13080"
"4148","AT1G55480"
"4149","AT1G33440"
"4150","ArthCp022"
"4151","AT2G26040"
"4152","AT3G04120"
"4153","AT1G75100"
"4154","AT5G46710"
"4155","AT4G04020"
"4156","AT1G77990"
"4157","AT1G27120"
"4158","AT1G66610"
"4159","AT1G66150"
"4160","AT1G26100"
"4161","AT1G54000"
"4162","AT4G39110"
"4163","AT4G11670"
"4164","AT4G09510"
"4165","AT1G18570"
"4166","AT4G17240"
"4167","AT1G68560"
"4168","AT5G41850"
"4169","AT5G65410"
"4170","AT5G44670"
"4171","AT1G10020"
"4172","AT4G35920"
"4173","AT2G41820"
"4174","AT3G62150"
"4175","AT3G61410"
"4176","AT3G21110"
"4177","AT4G01060"
"4178","AT5G04830"
"4179","AT2G09710"
"4180","AT1G74300"
"4181","AT4G20970"
"4182","AT4G17360"
"4183","AT3G23090"
"4184","AT3G46190"
"4185","AT1G29390"
"4186","AT2G40670"
"4187","AT5G09480"
"4188","AT2G31390"
"4189","AT1G29330"
"4190","AT1G16540"
"4191","AT1G77630"
"4192","AT4G00040"
"4193","AT1G62440"
"4194","AT4G06195"
"4195","AT3G02870"
"4196","AT5G11870"
"4197","AT3G29000"
"4198","AT3G28130"
"4199","AT1G13540"
"4200","AT1G21100"
"4201","AT5G59660"
"4202","AT5G22060"
"4203","AT1G10657"
"4204","AT1G75800"
"4205","AT3G24170"
"4206","AT3G05830"
"4207","AT1G36600"
"4208","AT1G54310"
"4209","AT5G19190"
"4210","AT2G19750"
"4211","AT2G32640"
"4212","AT5G47070"
"4213","AT2G27770"
"4214","AT5G46830"
"4215","AT3G14170"
"4216","AT3G10410"
"4217","AT4G26690"
"4218","AT5G09820"
"4219","AT3G03815"
"4220","AT4G29950"
"4221","AT1G07640"
"4222","AT2G39880"
"4223","AT3G62690"
"4224","AT1G19230"
"4225","AT2G24440"
"4226","AT1G13250"
"4227","AT2G32230"
"4228","AT4G29780"
"4229","AT4G23010"
"4230","AT2G29125"
"4231","AT1G07430"
"4232","AT1G76600"
"4233","AT1G76450"
"4234","AT5G16250"
"4235","AT5G38240"
"4236","AT1G54050"
"4237","AT1G05300"
"4238","AT3G53232"
"4239","AT1G09390"
"4240","AT2G41990"
"4241","AT5G62470"
"4242","AT5G58620"
"4243","AT1G72960"
"4244","AT4G20760"
"4245","AT3G15095"
"4246","AT2G38290"
"4247","AT3G47200"
"4248","AT5G10650"
"4249","AT4G22980"
"4250","AT4G19720"
"4251","AT3G06690"
"4252","AT4G34880"
"4253","AT1G69710"
"4254","AT3G51340"
"4255","AT3G60320"
"4256","AT1G19210"
"4257","AT1G79360"
"4258","AT3G02110"
"4259","AT3G06530"
"4260","AT2G05995"
"4261","AT1G77590"
"4262","AT2G47890"
"4263","AT2G18570"
"4264","AT3G45870"
"4265","AT5G43380"
"4266","AT4G18630"
"4267","AT4G31405"
"4268","AT5G25560"
"4269","AT4G19430"
"4270","AT5G25160"
"4271","AT1G74810"
"4272","AT5G52300"
"4273","AT3G54065"
"4274","AT4G24310"
"4275","AT3G05180"
"4276","AT2G25930"
"4277","AT1G69050"
"4278","AT5G53730"
"4279","AT2G25790"
"4280","AT2G42790"
"4281","AT5G23100"
"4282","AT4G28190"
"4283","AT4G38960"
"4284","AT5G39000"
"4285","AT4G36660"
"4286","AT1G19350"
"4287","AT2G22000"
"4288","AT3G18390"
"4289","AT5G01760"
"4290","AT1G07590"
"4291","AT4G32250"
"4292","AT3G58070"
"4293","AT2G01200"
"4294","AT5G38290"
"4295","AT3G52360"
"4296","AT1G01170"
"4297","AT5G42450"
"4298","AT3G09190"
"4299","AT2G45010"
"4300","AT1G71040"
"4301","AT5G53990"
"4302","AT1G58300"
"4303","AT1G63480"
"4304","AT3G27180"
"4305","AT4G39404"
"4306","AT5G27520"
"4307","AT4G08930"
"4308","AT1G29980"
"4309","AT5G05850"
"4310","AT3G56350"
"4311","AT3G26760"
"4312","AT5G19940"
"4313","AT4G29720"
"4314","AT1G22490"
"4315","AT1G61140"
"4316","AT3G56060"
"4317","AT5G62130"
"4318","AT2G44180"
"4319","AT3G28600"
"4320","AT2G37030"
"4321","AT5G62740"
"4322","AT3G06140"
"4323","AT5G16900"
"4324","AT3G12070"
"4325","AT4G31000"
"4326","AT3G29185"
"4327","AT2G44080"
"4328","AT5G63030"
"4329","AT5G11450"
"4330","AT4G21880"
"4331","AT1G16670"
"4332","AT5G27610"
"4333","AT2G47270"
"4334","AT1G49960"
"4335","AT1G24530"
"4336","AT1G74690"
"4337","AT2G05910"
"4338","AT1G47655"
"4339","AT5G37740"
"4340","AT4G28300"
"4341","AT3G51970"
"4342","AT1G19570"
"4343","AT3G48540"
"4344","AT1G54120"
"4345","AT5G35220"
"4346","AT4G24230"
"4347","AT3G52480"
"4348","AT1G77855"
"4349","AT2G15050"
"4350","AT3G09820"
"4351","AT3G60420"
"4352","AT4G15630"
"4353","AT1G53340"
"4354","AT5G18661"
"4355","AT1G69526"
"4356","AT4G27560"
"4357","AT1G72260"
"4358","AT3G17240"
"4359","AT3G48970"
"4360","AT3G44735"
"4361","AT4G24120"
"4362","AT1G74330"
"4363","AT1G18210"
"4364","AT5G15650"
"4365","AT5G62550"
"4366","AT1G08540"
"4367","AT5G28235"
"4368","AT3G63500"
"4369","AT4G18480"
"4370","AT2G40330"
"4371","AT5G47800"
"4372","AT1G47130"
"4373","AT1G76952"
"4374","AT1G63750"
"4375","AT1G04477"
"4376","AT5G27830"
"4377","AT4G28710"
"4378","AT1G77760"
"4379","AT5G63710"
"4380","AT2G21350"
"4381","AT2G23610"
"4382","AT3G28100"
"4383","AT5G10150"
"4384","AT4G27520"
"4385","AT4G31290"
"4386","AT4G24690"
"4387","AT4G22790"
"4388","AT4G01950"
"4389","AT4G15800"
"4390","AT3G10910"
"4391","AT1G53790"
"4392","AT2G01760"
"4393","AT5G49030"
"4394","AT2G41800"
"4395","AT5G15350"
"4396","AT5G14360"
"4397","AT2G32240"
"4398","AT2G28190"
"4399","AT1G70260"
"4400","AT3G03855"
"4401","AT2G04490"
"4402","AT5G03640"
"4403","AT2G28410"
"4404","AT2G03090"
"4405","AT4G06075"
"4406","AT3G17700"
"4407","AT4G18170"
"4408","AT5G10660"
"4409","AT4G11830"
"4410","AT1G77870"
"4411","AT3G28750"
"4412","AT3G06490"
"4413","AT1G36610"
"4414","AT4G31210"
"4415","AT5G38980"
"4416","AT3G51750"
"4417","AT1G62305"
"4418","AT1G73510"
"4419","AT4G27340"
"4420","AT1G25520"
"4421","AT5G07680"
"4422","AT5G26700"
"4423","AT5G16590"
"4424","AT3G09415"
"4425","AT5G58680"
"4426","AT5G15230"
"4427","AT4G14320"
"4428","AT5G67180"
"4429","AT4G23570"
"4430","AT1G05783"
"4431","AT1G26560"
"4432","AT3G21870"
"4433","AT4G33550"
"4434","AT2G32550"
"4435","AT4G01050"
"4436","AT4G08505"
"4437","AT5G56350"
"4438","AT2G16050"
"4439","AT5G42780"
"4440","AT3G10720"
"4441","AT2G46535"
"4442","AT1G01200"
"4443","AT3G61950"
"4444","AT1G30400"
"4445","AT5G49570"
"4446","AT3G20230"
"4447","AT1G66890"
"4448","AT3G06990"
"4449","AT3G06345"
"4450","AT3G06630"
"4451","AT1G60790"
"4452","AT4G28340"
"4453","AT4G28550"
"4454","AT4G01900"
"4455","AT3G03220"
"4456","AT1G29660"
"4457","AT3G07200"
"4458","AT5G28010"
"4459","AT1G18590"
"4460","AT5G47140"
"4461","AT5G60270"
"4462","AT1G12800"
"4463","AT2G40480"
"4464","AT1G62935"
"4465","AT1G70581"
"4466","AT1G27330"
"4467","AT4G28780"
"4468","AT3G59650"
"4469","AT2G41210"
"4470","AT4G17840"
"4471","AT3G21230"
"4472","AT3G06880"
"4473","AT4G35985"
"4474","AT4G12470"
"4475","AT4G37250"
"4476","AT3G29680"
"4477","AT5G35525"
"4478","AT1G03050"
"4479","AT2G26840"
"4480","AT1G44000"
"4481","AT3G09280"
"4482","AT3G50240"
"4483","AT2G08600"
"4484","AT5G61030"
"4485","AT1G55390"
"4486","AT1G09225"
"4487","AT4G28330"
"4488","AT1G07870"
"4489","AT3G04340"
"4490","AT5G21100"
"4491","AT5G06960"
"4492","AT2G16850"
"4493","AT3G63450"
"4494","AT2G16595"
"4495","AT5G55480"
"4496","AT1G19510"
"4497","AT3G51450"
"4498","AT5G09730"
"4499","AT2G41650"
"4500","AT1G79380"
"4501","AT1G77100"
"4502","AT5G23870"
"4503","AT5G14670"
"4504","AT1G22280"
"4505","AT1G30360"
"4506","AT3G52190"
"4507","AT2G37020"
"4508","AT4G25830"
"4509","AT5G43250"
"4510","AT1G34010"
"4511","AT3G43790"
"4512","AT5G06570"
"4513","AT3G14240"
"4514","AT3G06868"
"4515","AT1G67660"
"4516","AT4G20870"
"4517","AT1G66400"
"4518","AT5G52320"
"4519","AT2G31350"
"4520","AT3G19450"
"4521","AT3G15950"
"4522","AT3G06850"
"4523","AT1G45474"
"4524","AT4G10120"
"4525","AT3G47790"
"4526","AT4G13495"
"4527","AT5G06530"
"4528","AT5G56100"
"4529","AT5G24270"
"4530","AT1G74450"
"4531","AT5G63905"
"4532","AT2G39270"
"4533","AT2G36990"
"4534","AT5G06610"
"4535","AT5G18290"
"4536","AT5G45280"
"4537","AT1G28230"
"4538","AT5G23310"
"4539","AT2G48130"
"4540","AT4G14560"
"4541","AT4G15150"
"4542","AT1G70370"
"4543","AT2G05160"
"4544","AT2G20585"
"4545","AT2G26910"
"4546","AT2G26640"
"4547","AT1G48520"
"4548","AT1G51670"
"4549","AT3G03640"
"4550","AT3G11090"
"4551","AT1G15890"
"4552","AT2G33855"
"4553","AT3G21260"
"4554","AT1G32870"
"4555","AT3G58690"
"4556","AT2G45970"
"4557","AT1G15430"
"4558","AT4G03490"
"4559","AT1G65800"
"4560","AT4G38430"
"4561","AT1G53610"
"4562","AT4G01660"
"4563","AT3G56650"
"4564","AT5G28145"
"4565","AT1G48325"
"4566","AT2G03710"
"4567","AT5G59780"
"4568","AT5G06390"
"4569","AT4G37610"
"4570","AT3G07580"
"4571","AT4G29700"
"4572","AT2G01520"
"4573","AT2G27500"
"4574","AT3G18090"
"4575","AT1G15085"
"4576","AT1G31750"
"4577","AT3G57180"
"4578","AT1G34580"
"4579","AT2G34680"
"4580","AT1G23870"
"4581","AT2G04790"
"4582","AT1G06148"
"4583","AT1G64380"
"4584","AT5G42760"
"4585","AT1G07370"
"4586","AT5G50260"
"4587","AT2G36620"
"4588","AT5G64230"
"4589","AT1G55990"
"4590","AT2G14660"
"4591","AT4G14090"
"4592","AT3G61270"
"4593","AT2G42950"
"4594","AT3G49570"
"4595","AT4G11900"
"4596","AT1G75880"
"4597","AT1G62422"
"4598","AT5G64550"
"4599","AT4G21960"
"4600","AT3G11170"
"4601","AT1G44920"
"4602","AT3G03265"
"4603","AT1G70850"
"4604","AT3G01940"
"4605","AT3G56370"
"4606","AT1G22550"
"4607","AT5G64370"
"4608","AT2G33255"
"4609","AT4G22200"
"4610","AT2G32765"
"4611","AT5G12150"
"4612","AT3G03965"
"4613","AT3G23830"
"4614","AT5G65130"
"4615","AT5G56490"
"4616","AT2G39430"
"4617","AT2G20320"
"4618","AT5G40880"
"4619","AT4G22820"
"4620","AT1G10480"
"4621","AT1G65820"
"4622","AT2G08435"
"4623","AT5G24160"
"4624","AT1G28395"
"4625","AT1G72630"
"4626","AT1G30520"
"4627","AT4G31408"
"4628","AT4G15480"
"4629","AT3G16950"
"4630","AT1G64890"
"4631","AT2G37585"
"4632","AT4G17680"
"4633","AT2G36630"
"4634","AT5G14100"
"4635","AT5G52900"
"4636","AT3G22240"
"4637","AT4G17070"
"4638","AT1G74470"
"4639","AT2G44300"
"4640","AT1G14455"
"4641","AT2G36026"
"4642","AT1G56210"
"4643","AT3G26740"
"4644","AT5G66090"
"4645","AT2G16530"
"4646","AT5G58520"
"4647","AT3G23390"
"4648","AT3G56020"
"4649","AT4G26790"
"4650","AT1G43560"
"4651","AT1G22230"
"4652","AT5G27860"
"4653","AT1G66130"
"4654","AT4G25420"
"4655","AT3G57320"
"4656","AT4G13650"
"4657","AT1G31570"
"4658","AT5G24105"
"4659","AT1G10960"
"4660","AT2G18500"
"4661","AT3G46630"
"4662","AT1G56140"
"4663","AT5G62890"
"4664","AT1G73650"
"4665","AT1G29490"
"4666","AT5G39660"
"4667","AT5G38700"
"4668","AT5G54180"
"4669","AT2G39650"
"4670","AT1G51610"
"4671","AT3G01490"
"4672","AT5G24000"
"4673","AT2G26540"
"4674","AT3G52900"
"4675","AT1G60700"
"4676","AT3G26490"
"4677","AT3G15115"
"4678","AT1G54500"
"4679","AT4G16660"
"4680","AT4G23800"
"4681","AT3G14630"
"4682","AT5G45080"
"4683","AT4G17490"
"4684","AT5G65310"
"4685","AT2G40000"
"4686","AT3G26600"
"4687","AT1G79610"
"4688","AT3G61010"
"4689","AT5G18540"
"4690","AT2G45500"
"4691","AT4G28080"
"4692","AT1G49560"
"4693","AT4G25270"
"4694","AT5G19090"
"4695","AT5G59420"
"4696","AT3G20340"
"4697","AT1G25430"
"4698","AT2G06485"
"4699","ArthCp002"
"4700","AT2G28150"
"4701","AT1G23120"
"4702","AT2G32690"
"4703","AT5G55970"
"4704","AT3G17350"
"4705","AT5G01300"
"4706","AT1G76070"
"4707","AT1G32450"
"4708","AT5G40080"
"4709","AT3G07460"
"4710","AT3G02640"
"4711","AT2G05320"
"4712","AT4G15960"
"4713","AT1G25370"
"4714","AT3G19260"
"4715","AT3G42670"
"4716","AT4G27870"
"4717","AT2G41110"
"4718","AT2G40690"
"4719","AT2G41312"
"4720","AT2G00870"
"4721","AT5G01840"
"4722","AT5G45310"
"4723","AT2G14170"
"4724","AT2G44940"
"4725","AT3G25600"
"4726","AT1G48570"
"4727","AT4G26970"
"4728","AT1G69450"
"4729","AT1G80380"
"4730","AT4G24790"
"4731","AT1G04820"
"4732","AT2G09170"
"4733","AT2G34070"
"4734","AT3G16770"
"4735","AT2G02680"
"4736","AT3G56040"
"4737","AT3G49650"
"4738","AT1G52700"
"4739","AT2G14900"
"4740","AT1G73210"
"4741","AT1G76190"
"4742","AT1G19968"
"4743","AT3G25710"
"4744","AT2G25480"
"4745","AT1G51913"
"4746","AT5G67385"
"4747","AT4G34250"
"4748","AT1G22340"
"4749","AT5G09995"
"4750","AT2G27180"
"4751","AT3G05020"
"4752","AT3G44160"
"4753","AT1G53310"
"4754","AT2G25940"
"4755","AT2G26500"
"4756","AT2G25770"
"4757","AT1G29050"
"4758","AT3G13275"
"4759","AT1G31850"
"4760","AT1G42560"
"4761","AT1G06180"
"4762","AT1G76150"
"4763","AT4G04920"
"4764","AT3G06430"
"4765","AT4G21750"
"4766","AT2G18480"
"4767","AT4G21650"
"4768","AT5G39950"
"4769","AT5G42146"
"4770","AT2G29680"
"4771","AT1G25275"
"4772","AT3G20930"
"4773","AT2G24692"
"4774","AT5G15190"
"4775","AT4G09875"
"4776","AT1G71460"
"4777","AT4G30710"
"4778","AT2G45340"
"4779","AT1G68540"
"4780","AT3G12965"
"4781","AT3G58380"
"4782","AT1G21140"
"4783","AT3G61210"
"4784","AT1G19640"
"4785","AT5G24140"
"4786","AT1G58520"
"4787","AT5G64570"
"4788","AT2G39570"
"4789","AT5G49525"
"4790","AT2G29400"
"4791","AT3G09162"
"4792","AT3G20610"
"4793","AT3G52920"
"4794","AT1G67050"
"4795","AT2G26820"
"4796","AT4G01140"
"4797","AT4G01670"
"4798","AT5G03825"
"4799","AT4G38470"
"4800","AT5G65700"
"4801","AT3G04790"
"4802","AT3G50810"
"4803","AT2G32120"
"4804","AT3G17000"
"4805","AT2G25840"
"4806","AT3G05400"
"4807","AT3G50340"
"4808","AT2G36800"
"4809","AT1G67040"
"4810","AT1G64110"
"4811","AT1G66040"
"4812","AT3G45638"
"4813","AT1G75125"
"4814","AT5G60400"
"4815","AT4G01335"
"4816","AT1G28310"
"4817","AT3G06810"
"4818","AT2G06002"
"4819","AT2G39870"
"4820","AT3G15540"
"4821","AT5G49330"
"4822","AT4G04800"
"4823","AT2G01890"
"4824","AT1G77890"
"4825","AT1G12710"
"4826","AT1G60420"
"4827","AT1G17060"
"4828","AT3G47950"
"4829","AT2G00640"
"4830","AT2G24120"
"4831","AT1G22070"
"4832","DA397_mgp37"
"4833","AT1G60270"
"4834","AT1G72330"
"4835","AT1G07780"
"4836","AT1G09287"
"4837","AT3G00940"
"4838","AT1G09795"
"4839","AT3G52710"
"4840","AT1G27110"
"4841","DA397_mgr02"
"4842","AT3G16450"
"4843","AT1G04540"
"4844","AT1G29650"
"4845","AT2G17520"
"4846","AT3G27050"
"4847","AT2G22930"
"4848","AT1G15250"
"4849","AT4G02290"
"4850","AT2G45930"
"4851","AT1G75450"
"4852","AT1G78190"
"4853","AT5G35630"
"4854","AT1G78915"
"4855","AT2G22330"
"4856","AT1G32910"
"4857","AT1G63310"
"4858","AT2G29660"
"4859","AT2G39930"
"4860","AT1G52570"
"4861","AT1G22190"
"4862","AT1G01046"
"4863","AT1G75680"
"4864","AT4G10380"
"4865","AT1G24130"
"4866","AT5G63420"
"4867","AT5G23850"
"4868","AT1G11820"
"4869","AT3G59080"
"4870","AT5G16370"
"4871","AT2G20010"
"4872","AT3G19150"
"4873","AT5G07780"
"4874","AT4G22710"
"4875","AT3G05490"
"4876","AT1G03457"
"4877","AT1G15150"
"4878","AT5G45500"
"4879","AT2G23120"
"4880","AT3G05936"
"4881","AT4G04890"
"4882","AT2G31110"
"4883","AT3G25240"
"4884","AT2G39220"
"4885","AT3G25950"
"4886","AT1G57980"
"4887","AT3G63050"
"4888","AT3G24500"
"4889","AT1G51440"
"4890","AT1G52770"
"4891","AT2G25060"
"4892","AT4G07995"
"4893","AT3G55370"
"4894","AT4G02990"
"4895","AT5G51010"
"4896","AT3G51920"
"4897","AT2G37130"
"4898","AT5G56630"
"4899","AT2G42300"
"4900","AT4G01920"
"4901","AT5G11970"
"4902","AT2G16630"
"4903","AT1G55380"
"4904","AT4G19925"
"4905","AT4G39235"
"4906","AT1G74520"
"4907","AT4G02075"
"4908","AT4G02940"
"4909","AT5G63530"
"4910","AT2G35260"
"4911","AT4G26910"
"4912","AT2G35150"
"4913","AT1G36675"
"4914","AT1G65250"
"4915","AT4G12390"
"4916","AT4G22960"
"4917","AT3G48200"
"4918","AT3G18970"
"4919","AT4G21610"
"4920","AT1G47900"
"4921","AT5G21900"
"4922","AT1G61500"
"4923","AT4G30250"
"4924","AT1G09570"
"4925","AT1G67940"
"4926","AT3G53890"
"4927","AT4G09350"
"4928","AT1G62380"
"4929","AT5G12140"
"4930","AT2G22900"
"4931","AT5G48550"
"4932","AT1G31935"
"4933","AT5G56840"
"4934","AT2G17070"
"4935","AT1G22480"
"4936","AT1G65010"
"4937","AT3G61920"
"4938","AT5G58360"
"4939","AT5G24300"
"4940","AT1G23090"
"4941","AT1G53163"
"4942","AT4G30700"
"4943","AT2G42580"
"4944","AT1G16515"
"4945","AT4G14960"
"4946","AT2G40110"
"4947","AT5G48300"
"4948","AT2G29750"
"4949","AT3G44750"
"4950","AT2G04700"
"4951","AT2G29250"
"4952","AT3G27025"
"4953","AT2G41290"
"4954","AT3G29030"
"4955","AT3G05970"
"4956","AT1G16780"
"4957","AT3G24927"
"4958","AT1G68890"
"4959","AT4G21970"
"4960","AT3G20600"
"4961","AT3G60130"
"4962","AT5G53030"
"4963","AT5G03890"
"4964","AT1G65040"
"4965","AT5G67280"
"4966","AT2G31725"
"4967","AT4G00530"
"4968","AT4G09895"
"4969","AT2G22942"
"4970","AT1G68520"
"4971","AT5G41060"
"4972","AT2G03440"
"4973","AT3G13175"
"4974","AT1G64740"
"4975","AT1G75500"
"4976","AT5G13150"
"4977","DA397_mgp40"
"4978","AT1G30280"
"4979","AT3G12685"
"4980","AT4G37710"
"4981","AT3G27060"
"4982","AT1G31840"
"4983","AT1G78020"
"4984","AT1G10930"
"4985","AT1G48260"
"4986","AT2G00450"
"4987","AT2G17705"
"4988","AT1G18830"
"4989","AT3G26980"
"4990","AT5G51560"
"4991","AT4G03540"
"4992","AT4G15140"
"4993","AT4G27220"
"4994","AT3G60530"
"4995","AT3G57800"
"4996","AT1G75960"
"4997","AT3G16360"
"4998","AT4G03610"
"4999","AT4G21990"
"5000","ArthCp009"
